Date,Price,Log_Returns
2010-06-24,5320.600098,-0.047911774
2010-06-25,5269.049805,-0.973605372
2010-06-28,5333.5,1.21576395
2010-06-29,5256.149902,-1.460888207
2010-06-30,5312.5,1.066373324
2010-07-01,5251.399902,-1.156784513
2010-07-02,5237.100098,-0.272676046
2010-07-05,5235.899902,-0.0229198
2010-07-06,5289.049805,1.009987803
2010-07-07,5241.100098,-0.91071901
2010-07-08,5296.850098,1.058090408
2010-07-09,5352.450195,1.044211382
2010-07-12,5383,0.569140308
2010-07-13,5400.649902,0.327345904
2010-07-14,5386.149902,-0.268847276
2010-07-15,5378.75,-0.137482068
2010-07-16,5393.899902,0.281266215
2010-07-19,5386.450195,-0.138209022
2010-07-20,5368,-0.343117743
2010-07-21,5399.350098,0.582319437
2010-07-22,5441.950195,0.785889437
2010-07-23,5449.100098,0.131298693
2010-07-26,5418.600098,-0.561297782
2010-07-27,5430.600098,0.221214554
2010-07-28,5397.549805,-0.610453234
2010-07-29,5408.899902,0.210061623
2010-07-30,5367.600098,-0.766482752
2010-08-02,5431.649902,1.186203777
2010-08-03,5439.549805,0.145336374
2010-08-04,5467.850098,0.518920306
2010-08-05,5447.100098,-0.380212912
2010-08-06,5439.25,-0.144219117
2010-08-09,5486.149902,0.858553295
2010-08-10,5460.700195,-0.464969423
2010-08-11,5420.600098,-0.737049399
2010-08-12,5416.450195,-0.076587308
2010-08-13,5452.100098,0.65602181
2010-08-16,5418.299805,-0.62187964
2010-08-17,5414.149902,-0.076619835
2010-08-18,5479.149902,1.19340829
2010-08-19,5540.200195,1.108067483
2010-08-20,5530.649902,-0.172530479
2010-08-23,5543.5,0.232073857
2010-08-24,5505.100098,-0.695111718
2010-08-25,5462.350098,-0.779583508
2010-08-26,5477.899902,0.284268004
2010-08-27,5408.700195,-1.271299366
2010-08-30,5415.450195,0.124721121
2010-08-31,5402.399902,-0.241273436
2010-09-01,5471.850098,1.277350431
2010-09-02,5486.149902,0.260993116
2010-09-03,5479.399902,-0.123112858
2010-09-06,5576.950195,1.76464789
2010-09-07,5604,0.483856148
2010-09-08,5607.850098,0.068679081
2010-09-09,5640.049805,0.57254768
2010-09-13,5760,2.104457862
2010-09-14,5795.549805,0.615287328
2010-09-15,5860.950195,1.122139182
2010-09-16,5828.700195,-0.551771537
2010-09-17,5884.950195,0.960425324
2010-09-20,5980.450195,1.609757094
2010-09-21,6009.049805,0.477078504
2010-09-22,5991,-0.300829056
2010-09-23,5959.549805,-0.5263401
2010-09-24,6018.299805,0.980985286
2010-09-27,6035.649902,0.287874266
2010-09-28,6029.5,-0.101944906
2010-09-29,5991.299805,-0.63557042
2010-09-30,6029.950195,0.643036686
2010-10-01,6143.399902,1.863956771
2010-10-04,6159.450195,0.260920062
2010-10-05,6145.799805,-0.221862965
2010-10-06,6186.450195,0.659255819
2010-10-07,6120.299805,-1.075036508
2010-10-08,6103.450195,-0.275686594
2010-10-11,6135.850098,0.529441672
2010-10-12,6090.899902,-0.735279577
2010-10-13,6233.899902,2.320628646
2010-10-14,6177.350098,-0.911273176
2010-10-15,6062.649902,-1.874241061
2010-10-18,6075.950195,0.219140563
2010-10-19,6027.299805,-0.803927088
2010-10-20,5982.100098,-0.752742366
2010-10-21,6101.5,1.976294938
2010-10-22,6066.049805,-0.582702289
2010-10-25,6105.799805,0.653148742
2010-10-26,6082,-0.390551787
2010-10-27,6012.649902,-1.146802235
2010-10-28,5987.700195,-0.415816918
2010-10-29,6017.700195,0.499776125
2010-11-01,6117.549805,1.645649868
2010-11-02,6119,0.023702683
2010-11-03,6160.5,0.67592586
2010-11-04,6281.799805,1.949858944
2010-11-08,6273.200195,-0.136991011
2010-11-09,6301.549805,0.450898148
2010-11-10,6275.700195,-0.411054019
2010-11-11,6194.25,-1.306362133
2010-11-12,6071.649902,-1.999106166
2010-11-15,6121.600098,0.81931355
2010-11-16,5988.700195,-2.194912341
2010-11-18,5998.799805,0.168502386
2010-11-19,5890.299805,-1.825251967
2010-11-22,6010,2.011785155
2010-11-23,5934.75,-1.259984437
2010-11-24,5865.75,-1.169455301
2010-11-25,5799.75,-1.131553799
2010-11-26,5751.950195,-0.827585147
2010-11-29,5830,1.347803865
2010-11-30,5862.700195,0.559328128
2010-12-01,5960.899902,1.661117836
2010-12-02,6011.700195,0.848614293
2010-12-03,5992.799805,-0.314888687
2010-12-06,5992.25,-0.009174842
2010-12-07,5976.549805,-0.262352192
2010-12-08,5903.700195,-1.226413964
2010-12-09,5766.5,-2.35139954
2010-12-10,5857.350098,1.563198887
2010-12-13,5907.649902,0.855080513
2010-12-14,5944.100098,0.615104271
2010-12-15,5892.299805,-0.875276674
2010-12-16,5948.75,0.95347328
2010-12-20,5947.049805,-0.028584801
2010-12-21,6000.649902,0.897251497
2010-12-22,5984.399902,-0.271171338
2010-12-23,5980,-0.073549908
2010-12-24,6011.600098,0.527038436
2010-12-27,5998.100098,-0.224818363
2010-12-28,5996,-0.035018845
2010-12-29,6060.350098,1.067499006
2010-12-30,6101.850098,0.682444959
2010-12-31,6134.5,0.533655536
2011-01-03,6157.600098,0.375853185
2011-01-04,6146.350098,-0.182868151
2011-01-05,6079.799805,-1.088665701
2011-01-06,6048.25,-0.520279457
2011-01-07,5904.600098,-2.403724931
2011-01-10,5762.850098,-2.429956374
2011-01-11,5754.100098,-0.151949979
2011-01-12,5863.25,1.87913962
2011-01-13,5751.899902,-1.917383933
2011-01-14,5654.549805,-1.706972177
2011-01-17,5654.75,0.003540366
2011-01-18,5724.049805,1.218066276
2011-01-19,5691.049805,-0.578183162
2011-01-20,5711.600098,0.360448061
2011-01-21,5696.5,-0.264726052
2011-01-24,5743.25,0.817330103
2011-01-25,5687.399902,-0.977206766
2011-01-27,5604.299805,-1.471905915
2011-01-28,5512.149902,-1.65793964
2011-01-31,5505.899902,-0.113450216
2011-02-01,5417.200195,-1.624111396
2011-02-02,5432,0.27282774
2011-02-03,5526.75,1.729254908
2011-02-04,5395.75,-2.398833268
2011-02-07,5396,0.004633169
2011-02-08,5312.549805,-1.558602914
2011-02-09,5253.549805,-1.116790782
2011-02-10,5225.799805,-0.529614258
2011-02-11,5310,1.598397645
2011-02-14,5456,2.712408529
2011-02-15,5481,0.457164552
2011-02-16,5481.700195,0.01277414
2011-02-17,5546.450195,1.174281122
2011-02-18,5458.950195,-1.590161933
2011-02-21,5518.600098,1.086772328
2011-02-22,5469.200195,-0.899183346
2011-02-23,5437.350098,-0.584056138
2011-02-24,5262.700195,-3.264758764
2011-02-25,5303.549805,0.773213068
2011-02-28,5333.25,0.558443762
2011-03-01,5522.299805,3.483359636
2011-03-03,5536.200195,0.25139753
2011-03-04,5538.75,0.046046342
2011-03-07,5463.149902,-1.374331493
2011-03-08,5520.799805,1.049721334
2011-03-09,5531,0.184588907
2011-03-10,5494.399902,-0.663925707
2011-03-11,5445.450195,-0.894894048
2011-03-14,5531.5,1.567859303
2011-03-15,5449.649902,-1.490765798
2011-03-16,5511.149902,1.122192659
2011-03-17,5446.649902,-1.177257225
2011-03-18,5373.700195,-1.348400221
2011-03-21,5364.75,-0.166694397
2011-03-22,5413.850098,0.911072622
2011-03-23,5480.25,1.219021746
2011-03-24,5522.399902,0.766181037
2011-03-25,5654.25,2.359494405
2011-03-28,5687.25,0.581935249
2011-03-29,5736.350098,0.859630932
2011-03-30,5787.649902,0.890318354
2011-03-31,5833.75,0.793369815
2011-04-01,5826.049805,-0.132081109
2011-04-04,5908.450195,1.404435554
2011-04-05,5910.049805,0.027069584
2011-04-06,5891.75,-0.310119129
2011-04-07,5885.700195,-0.102735399
2011-04-08,5842,-0.745250933
2011-04-11,5785.700195,-0.968381429
2011-04-13,5911.5,2.151021664
2011-04-15,5824.549805,-1.48178966
2011-04-18,5729.100098,-1.652324234
2011-04-19,5740.75,0.203139644
2011-04-20,5851.649902,1.913379225
2011-04-21,5884.700195,0.563213947
2011-04-25,5874.5,-0.173484552
2011-04-26,5868.399902,-0.103894238
2011-04-27,5833.899902,-0.589629398
2011-04-28,5785.450195,-0.83395349
2011-04-29,5749.5,-0.623328425
2011-05-02,5701.299805,-0.841870975
2011-05-03,5565.25,-2.415227741
2011-05-04,5537.149902,-0.506199703
2011-05-05,5459.850098,-1.405857558
2011-05-06,5551.450195,1.663785534
2011-05-09,5551.100098,-0.006306617
2011-05-10,5541.25,-0.177601683
2011-05-11,5565.049805,0.428582724
2011-05-12,5486.149902,-1.427921765
2011-05-13,5544.75,1.062481746
2011-05-16,5499,-0.82852766
2011-05-17,5438.950195,-1.098019408
2011-05-18,5420.600098,-0.337953499
2011-05-19,5428.100098,0.138265434
2011-05-20,5486.350098,1.067402426
2011-05-23,5386.549805,-1.835813753
2011-05-24,5394.850098,0.153974339
2011-05-25,5348.950195,-0.854449643
2011-05-26,5412.350098,1.178308088
2011-05-27,5476.100098,1.170978924
2011-05-30,5473.100098,-0.054798524
2011-06-01,5592,2.149180358
2011-06-02,5550.350098,-0.74759985
2011-06-03,5516.75,-0.607208765
2011-06-06,5532.049805,0.2769498
2011-06-07,5556.149902,0.434698801
2011-06-08,5526.850098,-0.528735414
2011-06-09,5521.049805,-0.105002644
2011-06-10,5485.799805,-0.64051244
2011-06-13,5482.799805,-0.054701606
2011-06-14,5500.5,0.322311345
2011-06-15,5447.5,-0.968220936
2011-06-16,5396.75,-0.93598673
2011-06-17,5366.399902,-0.563964608
2011-06-20,5257.899902,-2.042558553
2011-06-21,5275.850098,0.340813342
2011-06-22,5278.299805,0.046421684
2011-06-23,5320,0.786926418
2011-06-24,5471.25,2.803380617
2011-06-27,5526.600098,1.006570639
2011-06-28,5545.299805,0.3377871
2011-06-29,5600.450195,0.989629962
2011-06-30,5647.399902,0.834825843
2011-07-01,5627.200195,-0.358322751
2011-07-04,5650.5,0.413201937
2011-07-05,5632.100098,-0.32616451
2011-07-06,5625.450195,-0.118141211
2011-07-07,5728.950195,1.823132234
2011-07-08,5660.649902,-1.199359259
2011-07-11,5616.100098,-0.790121914
2011-07-12,5526.149902,-1.614613735
2011-07-13,5585.450195,1.067368434
2011-07-15,5581.100098,-0.077913013
2011-07-18,5567.049805,-0.25206515
2011-07-19,5613.549805,0.831802761
2011-07-20,5567.049805,-0.831802761
2011-07-21,5541.600098,-0.458197023
2011-07-22,5633.950195,1.652754404
2011-07-25,5680.299805,0.819318446
2011-07-26,5574.850098,-1.873858518
2011-07-27,5546.799805,-0.504427899
2011-07-28,5487.75,-1.070281424
2011-07-29,5482,-0.104833757
2011-08-01,5516.799805,0.632794876
2011-08-02,5456.549805,-1.098126053
2011-08-03,5404.799805,-0.952927462
2011-08-04,5331.799805,-1.359855589
2011-08-05,5211.25,-2.286910539
2011-08-08,5118.5,-1.795832284
2011-08-09,5072.850098,-0.895861828
2011-08-10,5161,1.722755007
2011-08-11,5138.299805,-0.440811172
2011-08-12,5072.950195,-1.279970651
2011-08-16,5035.799805,-0.735017839
2011-08-17,5056.600098,0.412197745
2011-08-18,4944.149902,-2.248930025
2011-08-19,4845.649902,-2.012366463
2011-08-22,4898.799805,1.090886218
2011-08-23,4948.899902,1.017507263
2011-08-24,4888.899902,-1.21980006
2011-08-25,4839.600098,-1.013521647
2011-08-26,4747.799805,-1.915078114
2011-08-29,4919.600098,3.554593451
2011-08-30,5001,1.64106462
2011-09-02,5040,0.776818965
2011-09-05,5017.200195,-0.453403399
2011-09-06,5064.299805,0.934383813
2011-09-07,5124.649902,1.184632473
2011-09-08,5153.25,0.556537264
2011-09-09,5059.450195,-1.836976325
2011-09-12,4946.799805,-2.251695694
2011-09-13,4940.950195,-0.118320347
2011-09-14,5012.549805,1.438706875
2011-09-15,5075.700195,1.251975625
2011-09-16,5084.25,0.168304107
2011-09-19,5031.950195,-1.033990424
2011-09-20,5140.200195,2.128440546
2011-09-21,5133.25,-0.135304036
2011-09-22,4923.649902,-4.168888131
2011-09-23,4867.75,-1.141828753
2011-09-26,4835.399902,-0.666798263
2011-09-27,4971.25,2.770748216
2011-09-28,4945.899902,-0.511238675
2011-09-29,5015.450195,1.396425635
2011-09-30,4943.25,-1.450017752
2011-10-03,4849.5,-1.914740277
2011-10-04,4772.149902,-1.607869021
2011-10-05,4751.299805,-0.437869293
2011-10-07,4888.049805,2.837518729
2011-10-10,4979.600098,1.855617514
2011-10-11,4974.350098,-0.10548577
2011-10-12,5099.399902,2.482813816
2011-10-13,5077.850098,-0.423490371
2011-10-14,5132.299805,1.066590084
2011-10-17,5118.25,-0.274127998
2011-10-18,5037.5,-1.590265648
2011-10-19,5139.149902,1.997774987
2011-10-20,5091.899902,-0.923665447
2011-10-21,5049.950195,-0.827264175
2011-10-24,5098.350098,0.95385962
2011-10-25,5191.600098,1.812497652
2011-10-28,5360.700195,3.205264636
2011-10-31,5326.600098,-0.638144572
2011-11-01,5257.950195,-1.297190019
2011-11-02,5258.450195,0.009508957
2011-11-03,5265.75,0.138724192
2011-11-04,5284.200195,0.349768744
2011-11-08,5289.350098,0.097411042
2011-11-09,5221.049805,-1.299688975
2011-11-11,5168.850098,-1.004824815
2011-11-14,5148.350098,-0.397395157
2011-11-15,5068.5,-1.563137812
2011-11-16,5030.450195,-0.753543368
2011-11-17,4934.75,-1.920746912
2011-11-18,4905.799805,-0.588387426
2011-11-21,4778.350098,-2.632281972
2011-11-22,4812.350098,0.709023152
2011-11-23,4706.450195,-2.225160075
2011-11-25,4710.049805,0.076453237
2011-11-28,4851.299805,2.954818779
2011-11-29,4805.100098,-0.956879583
2011-11-30,4832.049805,0.559289366
2011-12-01,4936.850098,2.145672793
2011-12-02,5050.149902,2.269043071
2011-12-05,5039.149902,-0.218052879
2011-12-07,5062.600098,0.464280693
2011-12-08,4943.649902,-2.37762996
2011-12-09,4866.700195,-1.568777555
2011-12-12,4764.600098,-2.120252083
2011-12-13,4800.600098,0.75273218
2011-12-14,4763.25,-0.781072208
2011-12-15,4746.350098,-0.355428619
2011-12-16,4651.600098,-2.016465475
2011-12-19,4613.100098,-0.831116405
2011-12-20,4544.200195,-1.504836586
2011-12-21,4693.149902,3.225224048
2011-12-22,4733.850098,0.863486755
2011-12-23,4714,-0.420204103
2011-12-27,4750.5,0.771307115
2011-12-28,4705.799805,-0.94541267
2011-12-29,4646.25,-1.273530633
2011-12-30,4624.299805,-0.473547671
2012-01-03,4765.299805,3.003548729
2012-01-04,4749.649902,-0.328954265
2012-01-05,4749.950195,0.006322223
2012-01-06,4754.100098,0.087329138
2012-01-09,4742.799805,-0.237978676
2012-01-10,4849.549805,2.225823944
2012-01-11,4860.950195,0.234805538
2012-01-12,4831.25,-0.612869889
2012-01-13,4866,0.716701101
2012-01-16,4873.899902,0.162217357
2012-01-17,4967.299805,1.898197569
2012-01-18,4955.799805,-0.23178252
2012-01-19,5018.399902,1.255256992
2012-01-20,5048.600098,0.599985813
2012-01-23,5046.25,-0.046560329
2012-01-24,5127.350098,1.594358238
2012-01-25,5158.299805,0.601805442
2012-01-27,5204.700195,0.895507106
2012-01-30,5087.299805,-2.281490148
2012-01-31,5199.25,2.176718485
2012-02-01,5235.700195,0.698620365
2012-02-02,5269.899902,0.651078045
2012-02-03,5325.850098,1.05609731
2012-02-06,5361.649902,0.669940371
2012-02-07,5335.149902,-0.495476305
2012-02-08,5368.149902,0.616634219
2012-02-09,5412.350098,0.820007291
2012-02-10,5381.600098,-0.569765149
2012-02-13,5390.200195,0.159678034
2012-02-14,5416.049805,0.478420519
2012-02-15,5531.950195,2.117367933
2012-02-16,5521.950195,-0.18093166
2012-02-17,5564.299805,0.76400614
2012-02-21,5607.149902,0.767139609
2012-02-22,5505.350098,-1.832218718
2012-02-23,5483.299805,-0.401329058
2012-02-24,5429.299805,-0.989689766
2012-02-27,5281.200195,-2.765679461
2012-02-28,5375.5,1.769821134
2012-02-29,5385.200195,0.180289345
2012-03-01,5339.75,-0.847565099
2012-03-02,5359.350098,0.36638819
2012-03-05,5280.350098,-1.48503154
2012-03-06,5222.399902,-1.103535425
2012-03-07,5220.450195,-0.037340516
2012-03-09,5333.549805,2.143337864
2012-03-12,5359.549805,0.486295877
2012-03-13,5429.5,1.296706878
2012-03-14,5463.899902,0.631575394
2012-03-15,5380.5,-1.538149596
2012-03-16,5317.899902,-1.170283644
2012-03-19,5257.049805,-1.150847445
2012-03-20,5274.850098,0.338026568
2012-03-21,5364.950195,1.693683133
2012-03-22,5228.450195,-2.577218839
2012-03-23,5278.200195,0.947026311
2012-03-26,5184.25,-1.795998431
2012-03-27,5243.149902,1.129726093
2012-03-28,5194.75,-0.927394393
2012-03-29,5178.850098,-0.306545744
2012-03-30,5295.549805,2.228376559
2012-04-02,5317.899902,0.421166186
2012-04-03,5358.5,0.760561495
2012-04-04,5322.899902,-0.66658359
2012-04-09,5234.399902,-1.676604335
2012-04-10,5243.600098,0.175609805
2012-04-11,5226.850098,-0.319948311
2012-04-12,5276.850098,0.952052643
2012-04-13,5207.450195,-1.323901721
2012-04-16,5226.200195,0.359414385
2012-04-17,5289.700195,1.207709648
2012-04-18,5300,0.194525015
2012-04-19,5332.399902,0.609457939
2012-04-20,5290.850098,-0.782246799
2012-04-23,5200.600098,-1.720490962
2012-04-24,5222.649902,0.423089489
2012-04-25,5202,-0.396175019
2012-04-26,5189,-0.250216664
2012-04-27,5190.600098,0.030831586
2012-04-30,5248.149902,1.10262987
2012-05-02,5239.149902,-0.171636215
2012-05-03,5188.399902,-0.973390713
2012-05-04,5086.850098,-1.976654799
2012-05-07,5114.149902,0.535239091
2012-05-08,4999.950195,-2.258323714
2012-05-09,4974.799805,-0.504282191
2012-05-10,4965.700195,-0.183081574
2012-05-11,4928.899902,-0.743849419
2012-05-14,4907.799805,-0.429008319
2012-05-15,4942.799805,0.710619631
2012-05-16,4858.25,-1.725364197
2012-05-17,4870.200195,0.245675335
2012-05-18,4891.450195,0.435377886
2012-05-22,4860.5,-0.63475097
2012-05-23,4835.649902,-0.51257772
2012-05-24,4921.399902,1.757748695
2012-05-25,4920.399902,-0.020321486
2012-05-28,4985.649902,1.317395833
2012-05-29,4990.100098,0.089220271
2012-05-30,4950.75,-0.791688896
2012-05-31,4924.25,-0.536710149
2012-06-01,4841.600098,-1.692671398
2012-06-04,4848.149902,0.135190396
2012-06-05,4863.299805,0.312001093
2012-06-06,4997.100098,2.714058404
2012-06-07,5049.649902,1.04611509
2012-06-08,5068.350098,0.36964255
2012-06-11,5054.100098,-0.281552572
2012-06-12,5115.899902,1.215350352
2012-06-13,5121.450195,0.10843223
2012-06-14,5054.75,-1.310924495
2012-06-15,5139.049805,1.653980421
2012-06-18,5064.25,-1.466214776
2012-06-19,5103.850098,0.778912432
2012-06-20,5120.549805,0.326664098
2012-06-21,5165,0.864328556
2012-06-22,5146.049805,-0.367571043
2012-06-25,5114.649902,-0.612044037
2012-06-26,5120.799805,0.120168693
2012-06-27,5141.899902,0.411200327
2012-06-28,5149.149902,0.140899157
2012-06-29,5278.899902,2.488609064
2012-07-02,5278.600098,-0.005679464
2012-07-03,5287.950195,0.176975452
2012-07-04,5302.549805,0.275711602
2012-07-05,5327.299805,0.465670647
2012-07-06,5316.950195,-0.194463915
2012-07-09,5275.149902,-0.789277095
2012-07-10,5345.350098,1.32199459
2012-07-11,5306.299805,-0.733228529
2012-07-12,5235.25,-1.34801584
2012-07-13,5227.25,-0.15292715
2012-07-16,5197.25,-0.575568762
2012-07-17,5192.850098,-0.084694133
2012-07-18,5216.299805,0.450560265
2012-07-19,5242.700195,0.504836919
2012-07-20,5205.100098,-0.719773712
2012-07-23,5117.950195,-1.688492653
2012-07-24,5128.200195,0.200075209
2012-07-25,5109.600098,-0.363361613
2012-07-26,5043,-1.311999928
2012-07-27,5099.850098,1.121000359
2012-07-30,5199.799805,1.940897907
2012-07-31,5229,0.559992946
2012-08-01,5240.5,0.219685842
2012-08-02,5227.75,-0.243593844
2012-08-03,5215.700195,-0.23076301
2012-08-06,5282.549805,1.273555363
2012-08-07,5336.700195,1.019862231
2012-08-08,5338,0.024352997
2012-08-09,5322.950195,-0.282335334
2012-08-10,5320.399902,-0.04792275
2012-08-13,5347.899902,0.515547208
2012-08-14,5380.350098,0.604950374
2012-08-16,5362.950195,-0.323921273
2012-08-17,5366.299805,0.062438837
2012-08-21,5421,1.014167867
2012-08-22,5412.850098,-0.150452587
2012-08-23,5415.350098,0.046175726
2012-08-24,5386.700195,-0.530454289
2012-08-27,5350.25,-0.678969999
2012-08-29,5287.799805,-1.174104537
2012-08-30,5315.049805,0.514013893
2012-08-31,5258.5,-1.069656736
2012-09-03,5253.75,-0.090370764
2012-09-04,5274,0.384698059
2012-09-05,5225.700195,-0.920029039
2012-09-06,5238.399902,0.242729201
2012-09-07,5342.100098,1.960276282
2012-09-10,5363.450195,0.398860878
2012-09-11,5390,0.493792376
2012-09-12,5431,0.757789413
2012-09-13,5435.350098,0.080065484
2012-09-14,5577.649902,2.584358933
2012-09-17,5610,0.578319631
2012-09-18,5600.049805,-0.177522814
2012-09-20,5554.25,-0.821209092
2012-09-21,5691.149902,2.434891905
2012-09-24,5669.600098,-0.379373378
2012-09-25,5673.899902,0.075810903
2012-09-26,5663.450195,-0.184341313
2012-09-27,5649.5,-0.246623598
2012-09-28,5703.299805,0.947787477
2012-10-01,5718.799805,0.271403858
2012-10-03,5731.25,0.2174698
2012-10-04,5787.600098,0.978405773
2012-10-05,5746.950195,-0.704840147
2012-10-08,5676,-1.242255398
2012-10-09,5704.600098,0.502612474
2012-10-10,5652.149902,-0.923689757
2012-10-11,5708.049805,0.984143852
2012-10-12,5676.049805,-0.562189113
2012-10-15,5687.25,0.19712934
2012-10-16,5648,-0.692532708
2012-10-17,5660.25,0.216656066
2012-10-18,5718.700195,1.027348014
2012-10-19,5684.25,-0.604234861
2012-10-22,5717.149902,0.577122002
2012-10-23,5691.399902,-0.451416598
2012-10-25,5705.299805,0.243928674
2012-10-29,5665.600098,-0.698271354
2012-10-30,5597.899902,-1.202130965
2012-10-31,5619.700195,0.388680649
2012-11-01,5645.049805,0.450070391
2012-11-02,5697.700195,0.928359856
2012-11-05,5704.200195,0.114016093
2012-11-06,5724.399902,0.353494354
2012-11-07,5760.100098,0.621712923
2012-11-08,5738.75,-0.371343604
2012-11-09,5686.25,-0.919043668
2012-11-12,5683.700195,-0.044851643
2012-11-15,5631,-0.93154172
2012-11-16,5574.049805,-1.016518207
2012-11-19,5571.399902,-0.047551287
2012-11-20,5571.549805,0.002690533
2012-11-21,5614.799805,0.773267724
2012-11-22,5627.75,0.230378362
2012-11-23,5626.600098,-0.020434807
2012-11-26,5635.899902,0.165146403
2012-11-27,5727.450195,1.611360612
2012-11-29,5825,1.688855986
2012-11-30,5879.850098,0.937226854
2012-12-03,5870.950195,-0.151477411
2012-12-04,5889.25,0.311216121
2012-12-05,5900.5,0.190843799
2012-12-06,5930.899902,0.51388626
2012-12-07,5907.399902,-0.397016992
2012-12-10,5908.899902,0.025388659
2012-12-11,5898.799805,-0.171076507
2012-12-12,5888,-0.183252586
2012-12-13,5851.5,-0.621834279
2012-12-14,5879.600098,0.479071036
2012-12-17,5857.899902,-0.369758808
2012-12-18,5896.799805,0.661863685
2012-12-19,5929.600098,0.554697581
2012-12-20,5916.399902,-0.222863427
2012-12-21,5847.700195,-1.167968437
2012-12-24,5855.75,0.137562955
2012-12-26,5905.600098,0.847698534
